cpg	chr	start	stop
cpg.13542	chr19	34428515	34429055
cpg.13543	chr19	34481149	34482740
cpg.13544	chr19	34497843	34498046
cpg.13545	chr19	34577501	34577992
cpg.13546	chr19	34677240	34678074
cpg.13547	chr19	34734015	34734411
cpg.13548	chr19	34772743	34773370
cpg.13549	chr19	34832627	34833048
cpg.13550	chr19	34838819	34839277
cpg.13551	chr19	34905034	34905572
cpg.13552	chr19	34926797	34927313
cpg.13553	chr19	34963563	34964343
cpg.13554	chr19	35000213	35001116
cpg.13555	chr19	35021685	35021905
cpg.13556	chr19	35030258	35031303
cpg.13557	chr19	35032540	35032749
cpg.13558	chr19	35040876	35041087
cpg.13559	chr19	35059646	35059928
cpg.13560	chr19	35124508	35124761
cpg.13561	chr19	35126349	35126736
cpg.13562	chr19	35141315	35141668
cpg.13563	chr19	35143257	35143725
cpg.13564	chr19	35154694	35155144
cpg.13565	chr19	35224720	35225217
cpg.13566	chr19	35247887	35249647
cpg.13567	chr19	35267133	35269962
cpg.13568	chr19	35278974	35279201
cpg.13569	chr19	35295648	35296059
cpg.13570	chr19	35300126	35300386
cpg.13571	chr19	35309815	35310128
cpg.13572	chr19	35351527	35352284
cpg.13573	chr19	35533280	35533901
cpg.13574	chr19	35545100	35546087
cpg.13575	chr19	35557654	35558771
cpg.13576	chr19	35612652	35612902
cpg.13577	chr19	35628997	35629372
cpg.13578	chr19	35637200	35637514
cpg.13579	chr19	35643251	35644879
cpg.13580	chr19	35673175	35673384
cpg.13581	chr19	35702178	35702803
cpg.13582	chr19	35704365	35704573
cpg.13583	chr19	35716370	35718789
cpg.13584	chr19	35719785	35720024
cpg.13585	chr19	35723726	35724012
cpg.13586	chr19	35738073	35738603
cpg.13587	chr19	35740285	35741318
cpg.13588	chr19	35744906	35745647
cpg.13589	chr19	35748771	35748983
cpg.13590	chr19	35755583	35757081
cpg.13591	chr19	35758078	35758406
cpg.13592	chr19	35775332	35775867
cpg.13593	chr19	35844092	35844419
cpg.13594	chr19	35845373	35846236
cpg.13595	chr19	35856142	35857199
cpg.13596	chr19	35860538	35861265
cpg.13597	chr19	35868330	35868873
cpg.13598	chr19	35869362	35869933
cpg.13599	chr19	35874551	35874922
cpg.13600	chr19	35898643	35899065
cpg.13601	chr19	35899711	35900687
cpg.13602	chr19	35931508	35931805
cpg.13603	chr19	35936271	35936820
cpg.13604	chr19	35939580	35940499
cpg.13605	chr19	35944555	35945002
cpg.13606	chr19	35958969	35960233
cpg.13607	chr19	35987195	35987428
cpg.13608	chr19	35994002	35994574
cpg.13609	chr19	35995035	35995950
cpg.13610	chr19	36009267	36009525
cpg.13611	chr19	36014298	36014579
cpg.13612	chr19	36032614	36032985
cpg.13613	chr19	36054099	36055163
cpg.13614	chr19	36113457	36116004
cpg.13615	chr19	36121440	36122030
cpg.13616	chr19	36127825	36128231
cpg.13617	chr19	36139518	36140240
cpg.13618	chr19	36151425	36152683
cpg.13619	chr19	36214531	36215360
cpg.13620	chr19	36245119	36245982
cpg.13621	chr19	36269673	36270126
cpg.13622	chr19	36272221	36272627
cpg.13623	chr19	36274715	36275168
cpg.13624	chr19	36277270	36277723
cpg.13625	chr19	36279804	36280257
cpg.13626	chr19	36282341	36282794
cpg.13627	chr19	36284874	36285327
cpg.13628	chr19	36287410	36287863
cpg.13629	chr19	36289947	36290400
cpg.13630	chr19	36292475	36292926
cpg.13631	chr19	36294996	36295449
cpg.13632	chr19	36297531	36297984
cpg.13633	chr19	36300066	36300519
cpg.13634	chr19	36302598	36303051
cpg.13635	chr19	36305113	36305566
cpg.13636	chr19	36307641	36308094
cpg.13637	chr19	36331493	36331788
cpg.13638	chr19	36378662	36379377
cpg.13639	chr19	36418379	36418952
cpg.13640	chr19	36421358	36421979
cpg.13641	chr19	36489288	36489831
cpg.13642	chr19	36528017	36528909
cpg.13643	chr19	36572990	36573847
cpg.13644	chr19	36605055	36605639
cpg.13645	chr19	36666730	36667217
cpg.13646	chr19	36687202	36687687
cpg.13647	chr19	36772479	36773181
cpg.13648	chr19	36775692	36776125
cpg.13649	chr19	36791653	36791886
cpg.13650	chr19	36797440	36797821
cpg.13651	chr19	36837994	36838616
cpg.13652	chr19	36850016	36850360
cpg.13653	chr19	36850829	36851098
cpg.13654	chr19	36916029	36916561
cpg.13655	chr19	36972828	36973704
cpg.13656	chr19	37078050	37078647
cpg.13657	chr19	37217981	37218279
cpg.13658	chr19	37251836	37252127
cpg.13659	chr19	37270508	37270914
cpg.13660	chr19	37273049	37273502
cpg.13661	chr19	37275576	37275982
cpg.13662	chr19	37278114	37278532
cpg.13663	chr19	37280626	37281048
cpg.13664	chr19	37283153	37283586
cpg.13665	chr19	37285687	37286105
cpg.13666	chr19	37288215	37288633
cpg.13667	chr19	37290739	37291145
cpg.13668	chr19	37293251	37293672
cpg.13669	chr19	37295790	37296196
cpg.13670	chr19	37298315	37298733
cpg.13671	chr19	37300843	37301249
cpg.13672	chr19	37303368	37303672
cpg.13673	chr19	37312614	37312920
cpg.13674	chr19	37317636	37318131
cpg.13675	chr19	37334199	37334854
cpg.13676	chr19	37370789	37371331
cpg.13677	chr19	37403441	37403963
cpg.13678	chr19	37466824	37467488
cpg.13679	chr19	37468950	37469713
cpg.13680	chr19	37506888	37507223
cpg.13681	chr19	37548659	37549493
cpg.13682	chr19	37594247	37594910
cpg.13683	chr19	37654925	37656318
cpg.13684	chr19	37691892	37692426
cpg.13685	chr19	37719206	37719791
cpg.13686	chr19	37779639	37779977
cpg.13687	chr19	37790450	37790784
cpg.13688	chr19	37817238	37817886
cpg.13689	chr19	37855168	37855520
cpg.13690	chr19	37906363	37907525
cpg.13691	chr19	38082008	38083112
cpg.13692	chr19	38209693	38209937
cpg.13693	chr19	38211243	38211621
cpg.13694	chr19	38222427	38222818
cpg.13695	chr19	38223908	38224425
cpg.13696	chr19	38228449	38229987
cpg.13697	chr19	38255998	38256739
cpg.13698	chr19	38264206	38265059
cpg.13699	chr19	38315795	38316107
cpg.13700	chr19	38319736	38320309
cpg.13701	chr19	38335663	38335889
cpg.13702	chr19	38336179	38336488
cpg.13703	chr19	38336833	38337289
cpg.13704	chr19	38361671	38362845
cpg.13705	chr19	38374623	38375093
cpg.13706	chr19	38385430	38388310
cpg.13707	chr19	38394593	38394865
cpg.13708	chr19	38395469	38396217
cpg.13709	chr19	38402840	38403743
cpg.13710	chr19	38417847	38418600
cpg.13711	chr19	38452741	38453095
cpg.13712	chr19	38466116	38466377
cpg.13713	chr19	38483299	38483516
cpg.13714	chr19	38485612	38486155
cpg.13715	chr19	38499623	38499833
cpg.13716	chr19	38502523	38502735
cpg.13717	chr19	38519236	38519502
cpg.13718	chr19	38561164	38561618
cpg.13719	chr19	38564859	38565739
cpg.13720	chr19	38596238	38596664
cpg.13721	chr19	38618792	38619222
cpg.13722	chr19	38647422	38647930
cpg.13723	chr19	38726890	38727217
cpg.13724	chr19	38735625	38736440
cpg.13725	chr19	38769734	38771991
cpg.13726	chr19	38790727	38793022
cpg.13727	chr19	38831624	38831934
cpg.13728	chr19	38849283	38852617
cpg.13729	chr19	38869276	38870520
cpg.13730	chr19	38899393	38900255
cpg.13731	chr19	38905241	38905466
cpg.13732	chr19	38907236	38907660
cpg.13733	chr19	38912048	38912357
cpg.13734	chr19	38930423	38930975
cpg.13735	chr19	38949969	38950371
cpg.13736	chr19	38975206	38976003
cpg.13737	chr19	39031624	39032587
cpg.13738	chr19	39084060	39084497
cpg.13739	chr19	39098916	39099208
cpg.13740	chr19	39125637	39126179
cpg.13741	chr19	39169513	39169722
cpg.13742	chr19	39172960	39173175
cpg.13743	chr19	39196957	39197324
cpg.13744	chr19	39200336	39200749
cpg.13745	chr19	39203836	39204354
cpg.13746	chr19	39247049	39248648
cpg.13747	chr19	39264333	39265900
cpg.13748	chr19	39307146	39308610
cpg.13749	chr19	39313981	39315260
cpg.13750	chr19	39320505	39321135
cpg.13751	chr19	39341858	39342363
cpg.13752	chr19	39342641	39343033
cpg.13753	chr19	39390692	39391524
cpg.13754	chr19	39402541	39402973
cpg.13755	chr19	39403918	39404128
cpg.13756	chr19	39406601	39408302
cpg.13757	chr19	39409499	39410248
cpg.13758	chr19	39412396	39413663
cpg.13759	chr19	39435584	39436223
cpg.13760	chr19	39445291	39445998
cpg.13761	chr19	39480706	39481078
cpg.13762	chr19	39498757	39499500
cpg.13763	chr19	39502717	39503125
cpg.13764	chr19	39506950	39507651
cpg.13765	chr19	39515008	39515986
cpg.13766	chr19	39532312	39533027
cpg.13767	chr19	39539486	39540345
cpg.13768	chr19	39824286	39824504
cpg.13769	chr19	39826716	39826973
cpg.13770	chr19	39833267	39834365
cpg.13771	chr19	39846237	39846571
cpg.13772	chr19	39872055	39872646
cpg.13773	chr19	39875386	39875968
cpg.13774	chr19	39886227	39886496
cpg.13775	chr19	39889576	39889826
cpg.13776	chr19	39891641	39892181
cpg.13777	chr19	39905828	39906078
cpg.13778	chr19	39915152	39915864
cpg.13779	chr19	39924387	39924704
cpg.13780	chr19	39970604	39971021
cpg.13781	chr19	39996852	39997387
cpg.13782	chr19	40055913	40056243
cpg.13783	chr19	40090633	40090956
cpg.13784	chr19	40190904	40192286
cpg.13785	chr19	40213507	40214208
cpg.13786	chr19	40217197	40218482
cpg.13787	chr19	40223180	40223523
cpg.13788	chr19	40224478	40224805
cpg.13789	chr19	40226168	40226758
cpg.13790	chr19	40284830	40285700
cpg.13791	chr19	40348273	40348826
cpg.13792	chr19	40365710	40365917
cpg.13793	chr19	40380834	40381174
cpg.13794	chr19	40383919	40384145
cpg.13795	chr19	40389561	40389886
cpg.13796	chr19	40398537	40399048
cpg.13797	chr19	40403593	40403930
cpg.13798	chr19	40404108	40404419
cpg.13799	chr19	40420733	40421461
cpg.13800	chr19	40425354	40426206
cpg.13801	chr19	40433897	40434191
cpg.13802	chr19	40443241	40443641
cpg.13803	chr19	40444118	40444870
cpg.13804	chr19	40465569	40467486
cpg.13805	chr19	40489973	40490212
cpg.13806	chr19	40512618	40513579
cpg.13807	chr19	40519407	40520199
cpg.13808	chr19	40529193	40529533
cpg.13809	chr19	40530483	40530830
cpg.13810	chr19	40549218	40549425
cpg.13811	chr19	40554152	40554659
cpg.13812	chr19	40567738	40568245
cpg.13813	chr19	40570436	40570792
cpg.13814	chr19	40576709	40577449
cpg.13815	chr19	40596939	40597240
cpg.13816	chr19	40598060	40598416
cpg.13817	chr19	40600095	40600509
cpg.13818	chr19	40601087	40601674
cpg.13819	chr19	40603707	40604169
cpg.13820	chr19	40605062	40605861
cpg.13821	chr19	40609539	40609861
cpg.13822	chr19	40613125	40614488
cpg.13823	chr19	40623942	40624207
cpg.13824	chr19	40627124	40627325
cpg.13825	chr19	40629372	40629744
cpg.13826	chr19	40662895	40663185
cpg.13827	chr19	40690374	40691202
cpg.13828	chr19	40714981	40715300
cpg.13829	chr19	40716693	40717224
cpg.13830	chr19	40750412	40751329
cpg.13831	chr19	40777975	40778371
cpg.13832	chr19	40798562	40799805
cpg.13833	chr19	40801077	40801408
cpg.13834	chr19	40810638	40811413
cpg.13835	chr19	40811887	40812246
cpg.13836	chr19	40848546	40848780
cpg.13837	chr19	40880371	40880684
cpg.13838	chr19	41025899	41026146
cpg.13839	chr19	41089990	41090235
cpg.13840	chr19	41124580	41124889
cpg.13841	chr19	41127871	41128142
cpg.13842	chr19	41134726	41134931
cpg.13843	chr19	41135402	41136177
cpg.13844	chr19	41192838	41193277
cpg.13845	chr19	41226101	41226660
cpg.13846	chr19	41263310	41263512
cpg.13847	chr19	41264108	41265208
cpg.13848	chr19	41310120	41310445
cpg.13849	chr19	41331109	41331325
cpg.13850	chr19	41351342	41351681
cpg.13851	chr19	41352622	41354195
cpg.13852	chr19	41363768	41364228
cpg.13853	chr19	41376602	41376868
cpg.13854	chr19	41397209	41397456
cpg.13855	chr19	41439785	41439999
cpg.13856	chr19	41522008	41522341
cpg.13857	chr19	41564997	41565253
cpg.13858	chr19	41643879	41644262
cpg.13859	chr19	41844612	41845294
cpg.13860	chr19	41859608	41860695
cpg.13861	chr19	41882798	41884656
cpg.13862	chr19	41904163	41904383
cpg.13863	chr19	41908223	41908432
cpg.13864	chr19	41912840	41913361
cpg.13865	chr19	41927764	41928330
cpg.13866	chr19	41935878	41936082
cpg.13867	chr19	41939868	41941103
cpg.13868	chr19	41958599	41959543
cpg.13869	chr19	41993667	41994408
cpg.13870	chr19	41997109	41997334
cpg.13871	chr19	41998578	41999332
cpg.13872	chr19	42005707	42005942
cpg.13873	chr19	42042495	42042744
cpg.13874	chr19	42075783	42076524
cpg.13875	chr19	42080364	42080603
cpg.13876	chr19	42080794	42081065
cpg.13877	chr19	42095355	42095766
cpg.13878	chr19	42133125	42133532
cpg.13879	chr19	42177152	42177478
cpg.13880	chr19	42196534	42196823
cpg.13881	chr19	42199452	42199824
cpg.13882	chr19	42216674	42217980
cpg.13883	chr19	42220038	42220513
cpg.13884	chr19	42225264	42226209
cpg.13885	chr19	42242162	42243166
cpg.13886	chr19	42244757	42245123
cpg.13887	chr19	42253343	42255318
cpg.13888	chr19	42268180	42269373
cpg.13889	chr19	42273084	42273598
cpg.13890	chr19	42279922	42281390
cpg.13891	chr19	42283597	42284919
cpg.13892	chr19	42301984	42302719
cpg.13893	chr19	42306861	42307067
cpg.13894	chr19	42313260	42313886
cpg.13895	chr19	42323591	42324997
cpg.13896	chr19	42325403	42326445
cpg.13897	chr19	42369546	42369802
cpg.13898	chr19	42375485	42376136
cpg.13899	chr19	42387159	42387563
cpg.13900	chr19	42396864	42397223
cpg.13901	chr19	42401571	42402198
cpg.13902	chr19	42410348	42410737
cpg.13903	chr19	42423133	42424446
cpg.13904	chr19	42697947	42698161
cpg.13905	chr19	43408015	43408483
cpg.13906	chr19	43414702	43414975
cpg.13907	chr19	43463095	43464473
cpg.13908	chr19	43475207	43475532
cpg.13909	chr19	43503862	43504741
cpg.13910	chr19	43526975	43527298
cpg.13911	chr19	43533145	43534134
cpg.13912	chr19	43535080	43535604
cpg.13913	chr19	43575430	43575753
cpg.13914	chr19	43592071	43593356
cpg.13915	chr19	43594773	43595331
cpg.13916	chr19	43595981	43596688
cpg.13917	chr19	43619333	43620092
cpg.13918	chr19	43639363	43640347
cpg.13919	chr19	43668764	43669100
cpg.13920	chr19	43699406	43699835
cpg.13921	chr19	43718706	43719791
cpg.13922	chr19	43754461	43755191
cpg.13923	chr19	43774121	43774625
cpg.13924	chr19	43798513	43799024
cpg.13925	chr19	43820284	43820857
cpg.13926	chr19	43901665	43901901
cpg.13927	chr19	43935048	43935460
cpg.13928	chr19	43951159	43951580
cpg.13929	chr19	44002927	44003148
cpg.13930	chr19	44025241	44025626
cpg.13931	chr19	44071963	44072411
cpg.13932	chr19	44094221	44094701
cpg.13933	chr19	44113337	44113741
cpg.13934	chr19	44141341	44141916
cpg.13935	chr19	44212308	44212562
cpg.13936	chr19	44259825	44260159
cpg.13937	chr19	44304744	44305076
cpg.13938	chr19	44356505	44356776
cpg.13939	chr19	44448228	44448621
cpg.13940	chr19	44500077	44500794
cpg.13941	chr19	44643774	44644421
cpg.13942	chr19	44647097	44647562
cpg.13943	chr19	44704056	44704272
cpg.13944	chr19	44707842	44708056
cpg.13945	chr19	44748510	44749073
cpg.13946	chr19	44754446	44754661
cpg.13947	chr19	44757095	44758552
cpg.13948	chr19	44777876	44778098
cpg.13949	chr19	44808802	44809216
cpg.13950	chr19	44812120	44812465
cpg.13951	chr19	44844755	44844972
cpg.13952	chr19	44845690	44846787
cpg.13953	chr19	44890576	44891735
cpg.13954	chr19	44908463	44909343
cpg.13955	chr19	44954956	44955826
cpg.13956	chr19	45001254	45002041
cpg.13957	chr19	45011905	45012302
cpg.13958	chr19	45037399	45037797
cpg.13959	chr19	45038944	45039453
cpg.13960	chr19	45063892	45064682
cpg.13961	chr19	45071608	45071885
cpg.13962	chr19	45076063	45076760
cpg.13963	chr19	45079079	45079678
cpg.13964	chr19	45091139	45091749
cpg.13965	chr19	45092828	45093613
cpg.13966	chr19	45144699	45145565
cpg.13967	chr19	45152035	45153855
cpg.13968	chr19	45178065	45179898
cpg.13969	chr19	45217510	45217819
cpg.13970	chr19	45234224	45234887
cpg.13971	chr19	45238616	45238889
cpg.13972	chr19	45250985	45252003
cpg.13973	chr19	45323543	45323906
cpg.13974	chr19	45340612	45341160
cpg.13975	chr19	45346594	45346796
cpg.13976	chr19	45363672	45364104
cpg.13977	chr19	45370081	45370775
cpg.13978	chr19	45382528	45382741
cpg.13979	chr19	45385510	45386207
cpg.13980	chr19	45395621	45397057
cpg.13981	chr19	45398194	45398430
cpg.13982	chr19	45404882	45405208
cpg.13983	chr19	45405804	45406866
cpg.13984	chr19	45423403	45423933
cpg.13985	chr19	45428429	45429037
cpg.13986	chr19	45439607	45440138
cpg.13987	chr19	45443484	45443695
cpg.13988	chr19	45444284	45444789
cpg.13989	chr19	45450807	45451246
cpg.13990	chr19	45467703	45469410
cpg.13991	chr19	45472590	45473004
cpg.13992	chr19	45494615	45494998
cpg.13993	chr19	45496503	45497240
cpg.13994	chr19	45498588	45499428
cpg.13995	chr19	45506520	45508034
cpg.13996	chr19	45517653	45518110
cpg.13997	chr19	45529046	45529597
cpg.13998	chr19	45553525	45553891
cpg.13999	chr19	45584608	45585087
cpg.14000	chr19	45591076	45591853
cpg.14001	chr19	45601964	45602209
cpg.14002	chr19	45616196	45616557
cpg.14003	chr19	45641614	45642373
cpg.14004	chr19	45645238	45645683
cpg.14005	chr19	45671114	45671317
cpg.14006	chr19	45676904	45677511
cpg.14007	chr19	45677962	45678197
cpg.14008	chr19	45681541	45681878
cpg.14009	chr19	45692224	45693034
cpg.14010	chr19	45711751	45712922
cpg.14011	chr19	45717231	45717456
cpg.14012	chr19	45730783	45731120
cpg.14013	chr19	45733170	45733699
cpg.14014	chr19	45766904	45767162
cpg.14015	chr19	45767441	45771706
cpg.14016	chr19	45777296	45777784
cpg.14017	chr19	45785730	45786676
cpg.14018	chr19	45792298	45793089
cpg.14019	chr19	45804219	45804708
cpg.14020	chr19	45815232	45816003
cpg.14021	chr19	45862944	45863347
cpg.14022	chr19	45864113	45864550
cpg.14023	chr19	45882769	45883006
cpg.14024	chr19	45884069	45886320
cpg.14025	chr19	45886788	45887004
cpg.14026	chr19	45901279	45902043
cpg.14027	chr19	45902467	45903287
cpg.14028	chr19	45914270	45914487
cpg.14029	chr19	45935344	45935588
cpg.14030	chr19	45939903	45940950
cpg.14031	chr19	45952951	45953245
cpg.14032	chr19	46000850	46001072
cpg.14033	chr19	46015025	46016822
cpg.14034	chr19	46022788	46023076
cpg.14035	chr19	46077127	46077713
cpg.14036	chr19	46078787	46079186
cpg.14037	chr19	46296796	46297346
cpg.14038	chr19	46303741	46304360
cpg.14039	chr19	46346928	46347421
cpg.14040	chr19	46412054	46412545
cpg.14041	chr19	46413330	46413579
cpg.14042	chr19	46428811	46429092
cpg.14043	chr19	46471300	46471816
cpg.14044	chr19	46487969	46488186
cpg.14045	chr19	46493070	46495180
cpg.14046	chr19	46495771	46496033
cpg.14047	chr19	46513591	46513861
cpg.14048	chr19	46600529	46601607
cpg.14049	chr19	46623525	46624221
cpg.14050	chr19	46634523	46634813
cpg.14051	chr19	46636080	46636290
cpg.14052	chr19	46638588	46639700
cpg.14053	chr19	46648511	46649868
cpg.14054	chr19	46660629	46661526
cpg.14055	chr19	46678426	46678636
cpg.14056	chr19	46693881	46694143
cpg.14057	chr19	46697591	46697812
cpg.14058	chr19	46710806	46711047
cpg.14059	chr19	46713816	46714298
cpg.14060	chr19	46716177	46717560
cpg.14061	chr19	46745984	46746691
cpg.14062	chr19	46755552	46756967
cpg.14063	chr19	46787328	46788726
cpg.14064	chr19	46850357	46850893
cpg.14065	chr19	46860100	46861545
cpg.14066	chr19	47004049	47004435
cpg.14067	chr19	47019647	47021933
cpg.14068	chr19	47035903	47036209
cpg.14069	chr19	47045193	47046236
cpg.14070	chr19	47048129	47048879
cpg.14071	chr19	47111151	47111404
cpg.14072	chr19	47112698	47113130
cpg.14073	chr19	47113417	47113844
cpg.14074	chr19	47130654	47131107
cpg.14075	chr19	47226060	47226776
cpg.14076	chr19	47228120	47228458
cpg.14077	chr19	47230203	47231549
cpg.14078	chr19	47239468	47239993
cpg.14079	chr19	47244106	47244458
cpg.14080	chr19	47256391	47257759
cpg.14081	chr19	47264661	47264942
cpg.14082	chr19	47273113	47275483
cpg.14083	chr19	47349043	47349721
cpg.14084	chr19	47406850	47407331
cpg.14085	chr19	47418994	47419520
cpg.14086	chr19	47430038	47430570
cpg.14087	chr19	47447612	47448309
cpg.14088	chr19	47456848	47457560
cpg.14089	chr19	47465834	47466262
cpg.14090	chr19	47483972	47484365
cpg.14091	chr19	47514460	47515525
cpg.14092	chr19	47544539	47545905
cpg.14093	chr19	47572711	47573620
cpg.14094	chr19	47600240	47600829
cpg.14095	chr19	47608094	47610428
cpg.14096	chr19	47679846	47681144
cpg.14097	chr19	47698831	47699284
cpg.14098	chr19	47701272	47702519
cpg.14099	chr19	47713229	47713580
cpg.14100	chr19	47716574	47717041
cpg.14101	chr19	47725815	47726250
cpg.14102	chr19	47740893	47741436
cpg.14103	chr19	47743375	47743857
cpg.14104	chr19	47745472	47745853
cpg.14105	chr19	47778328	47779094
cpg.14106	chr19	47803195	47803448
cpg.14107	chr19	47860303	47860903
cpg.14108	chr19	48061812	48062067
cpg.14109	chr19	48137461	48137757
cpg.14110	chr19	48170072	48170878
cpg.14111	chr19	48171808	48172095
cpg.14112	chr19	48182466	48182828
cpg.14113	chr19	48194643	48195412
cpg.14114	chr19	48203912	48204204
cpg.14115	chr19	48271298	48272084
cpg.14116	chr19	48291096	48291470
cpg.14117	chr19	48321272	48322236
cpg.14118	chr19	48330137	48330463
cpg.14119	chr19	48333884	48334292
cpg.14120	chr19	48363230	48363450
cpg.14121	chr19	48363931	48364350
cpg.14122	chr19	48398222	48398866
cpg.14123	chr19	48404919	48405340
cpg.14124	chr19	48414858	48415083
cpg.14125	chr19	48415916	48416155
cpg.14126	chr19	48442543	48444379
cpg.14127	chr19	48445777	48446185
cpg.14128	chr19	48452739	48453029
cpg.14129	chr19	48461745	48462535
cpg.14130	chr19	48468968	48469900
cpg.14131	chr19	48480305	48480918
cpg.14132	chr19	48485053	48485268
cpg.14133	chr19	48491093	48491535
cpg.14134	chr19	48493039	48494091
cpg.14135	chr19	48501256	48501623
cpg.14136	chr19	48511354	48511565
cpg.14137	chr19	48513480	48513950
cpg.14138	chr19	48558288	48558512
cpg.14139	chr19	48603554	48603921
cpg.14140	chr19	48612988	48613384
cpg.14141	chr19	48619020	48619666
cpg.14142	chr19	48624131	48624463
cpg.14143	chr19	48625966	48626306
cpg.14144	chr19	48629346	48631034
cpg.14145	chr19	48635571	48636144
cpg.14146	chr19	48636899	48637874
cpg.14147	chr19	48661498	48662036
cpg.14148	chr19	48670343	48670549
cpg.14149	chr19	48680241	48680910
cpg.14150	chr19	48696707	48696927
cpg.14151	chr19	48703186	48703561
cpg.14152	chr19	48713988	48714429
cpg.14153	chr19	48719797	48720055
cpg.14154	chr19	48720576	48721019
cpg.14155	chr19	48728899	48729568
cpg.14156	chr19	48735170	48735556
cpg.14157	chr19	48738761	48739705
cpg.14158	chr19	48750431	48750964
cpg.14159	chr19	48752521	48753238
cpg.14160	chr19	48795148	48795488
cpg.14161	chr19	48799598	48799861
cpg.14162	chr19	48810840	48811177
cpg.14163	chr19	48812288	48812508
cpg.14164	chr19	48837231	48837517
cpg.14165	chr19	48872227	48872671
cpg.14166	chr19	48899965	48900361
cpg.14167	chr19	48933438	48933798
cpg.14168	chr19	48954669	48955236
cpg.14169	chr19	48965115	48966119
cpg.14170	chr19	48969265	48969623
cpg.14171	chr19	48993191	48993516
cpg.14172	chr19	49017830	49018984
cpg.14173	chr19	49019516	49019836
cpg.14174	chr19	49055965	49057240
cpg.14175	chr19	49057837	49058363
cpg.14176	chr19	49064904	49065189
cpg.14177	chr19	49071872	49072959
cpg.14178	chr19	49085101	49085823
cpg.14179	chr19	49107915	49108153
cpg.14180	chr19	49114198	49115312
cpg.14181	chr19	49118766	49120378
cpg.14182	chr19	49127848	49128237
cpg.14183	chr19	49130403	49130689
cpg.14184	chr19	49132967	49133437
cpg.14185	chr19	49142835	49143051
cpg.14186	chr19	49148955	49151003
cpg.14187	chr19	49151845	49152138
cpg.14188	chr19	49157623	49157900
cpg.14189	chr19	49166018	49166295
cpg.14190	chr19	49182606	49182976
cpg.14191	chr19	49196441	49196813
cpg.14192	chr19	49210238	49210862
cpg.14193	chr19	49337930	49338371
cpg.14194	chr19	49338761	49339066
cpg.14195	chr19	49339397	49340371
cpg.14196	chr19	49362213	49362514
cpg.14197	chr19	49363495	49363952
cpg.14198	chr19	49388012	49388347
cpg.14199	chr19	49422369	49422755
cpg.14200	chr19	49427946	49428837
cpg.14201	chr19	49431059	49431611
cpg.14202	chr19	49432494	49433018
cpg.14203	chr19	49433561	49434031
cpg.14204	chr19	49436353	49436788
cpg.14205	chr19	49441151	49441577
cpg.14206	chr19	49442850	49443965
cpg.14207	chr19	49451506	49451928
cpg.14208	chr19	49453022	49453580
cpg.14209	chr19	49461770	49462109
cpg.14210	chr19	49464191	49464594
cpg.14211	chr19	49487178	49487708
cpg.14212	chr19	49487983	49488261
cpg.14213	chr19	49495995	49496582
cpg.14214	chr19	49513274	49513594
cpg.14215	chr19	49524520	49524754
cpg.14216	chr19	49527724	49528011
cpg.14217	chr19	49533821	49534413
cpg.14218	chr19	49555619	49556918
cpg.14219	chr19	49580500	49580729
cpg.14220	chr19	49590400	49592250
cpg.14221	chr19	49593352	49593655
cpg.14222	chr19	49594487	49594814
cpg.14223	chr19	49596884	49597924
cpg.14224	chr19	49601559	49601893
cpg.14225	chr19	49615966	49616219
cpg.14226	chr19	49639966	49640718
cpg.14227	chr19	49641821	49642507
cpg.14228	chr19	49651274	49653034
cpg.14229	chr19	49664433	49664941
cpg.14230	chr19	49665578	49666085
cpg.14231	chr19	49670123	49670496
cpg.14232	chr19	49676753	49677789
cpg.14233	chr19	49680665	49680915
cpg.14234	chr19	49688073	49688302
cpg.14235	chr19	49689242	49689545
cpg.14236	chr19	49689763	49691541
cpg.14237	chr19	49701325	49701746
cpg.14238	chr19	49719550	49720122
cpg.14239	chr19	49746235	49746637
cpg.14240	chr19	49766375	49767248
cpg.14241	chr19	49788557	49788803
cpg.14242	chr19	49799922	49800142
cpg.14243	chr19	49808754	49809564
cpg.14244	chr19	49812954	49813212
cpg.14245	chr19	49818292	49818505
cpg.14246	chr19	49850533	49852226
cpg.14247	chr19	49858470	49858724
cpg.14248	chr19	49861578	49863029
cpg.14249	chr19	49867122	49867736
cpg.14250	chr19	49869679	49870140
cpg.14251	chr19	49873099	49873307
cpg.14252	chr19	49876139	49878308
cpg.14253	chr19	49889812	49890741
cpg.14254	chr19	49929097	49929881
cpg.14255	chr19	50024919	50026229
cpg.14256	chr19	50050755	50051235
cpg.14257	chr19	50147916	50148278
cpg.14258	chr19	50162890	50163257
cpg.14259	chr19	50203225	50203939
cpg.14260	chr19	50205344	50205598
cpg.14261	chr19	50210373	50210816
cpg.14262	chr19	50230727	50231031
cpg.14263	chr19	50259085	50259295
cpg.14264	chr19	50309040	50309251
cpg.14265	chr19	50323523	50323771
cpg.14266	chr19	50325757	50325971
cpg.14267	chr19	50328197	50328813
cpg.14268	chr19	50329044	50329375
cpg.14269	chr19	50330812	50331070
cpg.14270	chr19	50333133	50334190
cpg.14271	chr19	50357589	50358006
cpg.14272	chr19	50358516	50358826
cpg.14273	chr19	50376349	50377026
cpg.14274	chr19	50378161	50378407
cpg.14275	chr19	50381921	50382233
cpg.14276	chr19	50383924	50384676
cpg.14277	chr19	50402220	50402812
