gene	chr	start	stop
GPR148	chr2	130729070	130730336
None	chr2	130730337	130755539
AMER3	chr2	130755540	130768134
None	chr2	130768135	130836913
ARHGEF4-SMIM39	chr2	130836914	131047263
None	chr2	131047264	131047875
FAM168B	chr2	131047876	131093460
None	chr2	131093461	131104846
PLEKHB2-POTEE	chr2	131104847	131353709
None	chr2	131353710	131360491
RAB6D	chr2	131360492	131364168
None	chr2	131364169	131464899
MZT2A-TUBA3D	chr2	131464900	131492743
None	chr2	131492744	131527674
CCDC74A	chr2	131527675	131533666
None	chr2	131533667	132147590
ANKRD30BL	chr2	132147591	132257969
None	chr2	132257970	132416804
GPR39-LYPD1	chr2	132416805	132671579
None	chr2	132671580	132671787
NCKAP5	chr2	132671788	133568463
None	chr2	133568464	134119982
MGAT5	chr2	134119983	134454621
None	chr2	134454622	134455758
TMEM163	chr2	134455759	134719000
None	chr2	134719001	134838615
ACMSD	chr2	134838616	134902034
None	chr2	134902035	134918234
CCNT2	chr2	134918235	134959342
None	chr2	134959343	134964484
MAP3K19	chr2	134964485	135047468
None	chr2	135047469	135052288
RAB3GAP1-ZRANB3	chr2	135052289	135531218
None	chr2	135531219	135531454
R3HDM1	chr2	135531455	135725270
None	chr2	135725271	135741733
UBXN4	chr2	135741734	135785056
None	chr2	135785057	135787849
LCT	chr2	135787850	135837184
None	chr2	135837185	135839625
MCM6	chr2	135839626	135876443
None	chr2	135876444	135905880
DARS1	chr2	135905881	135986100
None	chr2	135986101	136114348
CXCR4	chr2	136114349	136118149
None	chr2	136118150	136765544
THSD7B	chr2	136765545	137677718
None	chr2	137677719	137964019
HNMT	chr2	137964020	138016364
None	chr2	138016365	138501769
SPOPL	chr2	138501770	138573547
None	chr2	138573548	138669156
NXPH2	chr2	138669157	138780390
None	chr2	138780391	140231422
LRP1B	chr2	140231423	142131016
None	chr2	142131017	142877656
KYNU	chr2	142877657	143055833
None	chr2	143055834	143091361
ARHGAP15	chr2	143091362	143768352
None	chr2	143768353	143938067
GTDC1	chr2	143938068	144332568
None	chr2	144332569	144364363
ZEB2	chr2	144364364	144521057
None	chr2	144521058	147844516
ACVR2A-ORC4-MBD5	chr2	147844517	148516971
None	chr2	148516972	148644439
EPC2	chr2	148644440	148787569
None	chr2	148787570	148875226
KIF5C	chr2	148875227	149026759
None	chr2	149026760	149038106
LYPD6B	chr2	149038107	149215262
None	chr2	149215263	149329984
LYPD6	chr2	149329985	149474138
None	chr2	149474139	149569636
MMADHC	chr2	149569637	149587778
None	chr2	149587779	150468194
RND3	chr2	150468195	150539011
None	chr2	150539012	151247939
RBM43	chr2	151247940	151261863
None	chr2	151261864	151270469
NMI	chr2	151270470	151289894
None	chr2	151289895	151357591
TNFAIP6	chr2	151357592	151380046
None	chr2	151380047	151409882
RIF1-NEB	chr2	151409883	151734487
None	chr2	151734488	151788983
ARL5A	chr2	151788984	151828492
None	chr2	151828493	151832770
CACNB4	chr2	151832771	152099167
None	chr2	152099168	152116800
STAM2	chr2	152116801	152175763
None	chr2	152175764	152335173
FMNL2	chr2	152335174	152649826
None	chr2	152649827	152651592
PRPF40A-ARL6IP6	chr2	152651593	152762396
None	chr2	152762397	153477337
RPRM	chr2	153477338	153478762
None	chr2	153478763	153871921
GALNT13	chr2	153871922	154453979
None	chr2	154453980	154697854
KCNJ3	chr2	154697855	154858354
None	chr2	154858355	156324436
NR4A2	chr2	156324437	156342348
None	chr2	156342349	156435289
GPD2	chr2	156435290	156613735
None	chr2	156613736	157257704
GALNT5	chr2	157257705	157318491
None	chr2	157318492	157318630
ERMN	chr2	157318631	157327713
None	chr2	157327714	157414618
CYTIP	chr2	157414619	157488961
None	chr2	157488962	157526766
ACVR1C	chr2	157526767	157628864
None	chr2	157628865	157736250
ACVR1	chr2	157736251	157876330
None	chr2	157876331	157876701
UPP2	chr2	157876702	158136154
None	chr2	158136155	158171072
CCDC148	chr2	158171073	158456753
None	chr2	158456754	158456951
PKP4	chr2	158456952	158682879
None	chr2	158682880	158795316
DAPL1	chr2	158795317	158862781
None	chr2	158862782	158968639
TANC1	chr2	158968640	159232659
None	chr2	159232660	159235797
WDSUB1	chr2	159235798	159286703
None	chr2	159286704	159318978
BAZ2B	chr2	159318979	159616569
None	chr2	159616570	159712456
MARCHF7-CD302-LY75-CD302-LY75	chr2	159712457	159904756
None	chr2	159904757	159932005
PLA2R1	chr2	159932006	160062615
None	chr2	160062616	160099666
ITGB6	chr2	160099667	160200313
None	chr2	160200314	160272150
RBMS1	chr2	160272151	160493807
None	chr2	160493808	161136907
TANK	chr2	161136908	161236230
None	chr2	161236231	161308424
PSMD14	chr2	161308425	161411717
None	chr2	161411718	161416296
TBR1-SLC4A10	chr2	161416297	161985282
None	chr2	161985283	161992244
DPP4	chr2	161992245	162074394
None	chr2	162074395	162142881
GCG	chr2	162142882	162152404
None	chr2	162152405	162170683
FAP	chr2	162170684	162245151
None	chr2	162245152	162267073
IFIH1	chr2	162267074	162318684
None	chr2	162318685	162318839
GCA-KCNH7	chr2	162318840	162838767
None	chr2	162838768	163593395
FIGN	chr2	163593396	163736012
None	chr2	163736013	164492416
GRB14	chr2	164492417	164621482
None	chr2	164621483	164653623
COBLL1	chr2	164653624	164843679
None	chr2	164843680	164894353
SLC38A11	chr2	164894354	164955525
None	chr2	164955526	165087525
SCN3A-SCN2A	chr2	165087526	165392310
None	chr2	165392311	165469646
CSRNP3	chr2	165469647	165689407
None	chr2	165689408	165747587
GALNT3	chr2	165747588	165794659
None	chr2	165794660	165857474
TTC21B	chr2	165857475	165953851
None	chr2	165953852	165984640
SCN1A	chr2	165984641	166149214
None	chr2	166149215	166195184
SCN9A	chr2	166195185	166376001
None	chr2	166376002	166403572
SCN7A	chr2	166403573	166611482
None	chr2	166611483	166888479
XIRP2	chr2	166888480	167259753
None	chr2	167259754	167293000
B3GALT1	chr2	167293001	167874045
None	chr2	167874046	167954019
STK39	chr2	167954020	168247595
None	chr2	168247596	168456248
CERS6	chr2	168456249	168775134
None	chr2	168775135	168786538
NOSTRIN-SPC25-G6PC2	chr2	168786539	168913371
None	chr2	168913372	168915497
ABCB11	chr2	168915498	169031324
None	chr2	169031325	169064788
DHRS9	chr2	169064789	169096167
None	chr2	169096168	169127108
LRP2	chr2	169127109	169362534
None	chr2	169362535	169479479
BBS5	chr2	169479480	169506655
None	chr2	169506656	169509701
KLHL41	chr2	169509702	169526258
None	chr2	169526259	169528507
FASTKD1	chr2	169528508	169573875
None	chr2	169573876	169584341
PPIG	chr2	169584342	169641406
None	chr2	169641407	169645424
CCDC173	chr2	169645425	169694405
None	chr2	169694406	169694453
PHOSPHO2-KLHL23	chr2	169694454	169776989
None	chr2	169776990	169791932
SSB-METTL5	chr2	169791933	169824931
None	chr2	169824932	169827453
UBR3	chr2	169827454	170084131
None	chr2	170084132	170178144
MYO3B	chr2	170178145	170655171
None	chr2	170655172	170715336
SP5	chr2	170715337	170718078
None	chr2	170718079	170783785
ERICH2	chr2	170783786	170798971
None	chr2	170798972	170813212
GAD1	chr2	170813213	170861151
None	chr2	170861152	170928463
GORASP2	chr2	170928464	170967130
None	chr2	170967131	170990822
TLK1	chr2	170990823	171231314
None	chr2	171231315	171315745
METTL8-DCAF17	chr2	171315746	171485052
None	chr2	171485053	171522246
CYBRD1	chr2	171522247	171558129
None	chr2	171558130	171687408
DYNC1I2	chr2	171687409	171750158
None	chr2	171750159	171783404
SLC25A12-HAT1	chr2	171783405	171999859
None	chr2	171999860	171999942
METAP1D	chr2	171999943	172082430
None	chr2	172082431	172084739
DLX1	chr2	172084740	172089677
None	chr2	172089678	172099437
DLX2	chr2	172099438	172102900
None	chr2	172102901	172427353
ITGA6	chr2	172427354	172506459
None	chr2	172506460	172555372
PDK1	chr2	172555373	172608669
None	chr2	172608670	172735273
RAPGEF4	chr2	172735274	173052893
None	chr2	173052894	173075434
MAP3K20	chr2	173075435	173268015
None	chr2	173268016	173354819
CDCA7	chr2	173354820	173368997
None	chr2	173368998	173880849
SP3	chr2	173880850	173965373
None	chr2	173965374	174072446
OLA1	chr2	174072447	174248599
None	chr2	174248600	174334953
SP9	chr2	174334954	174338500
None	chr2	174338501	174348021
CIR1	chr2	174348022	174395712
None	chr2	174395713	174395729
SCRN3	chr2	174395730	174429575
None	chr2	174429576	174431570
GPR155	chr2	174431571	174487094
None	chr2	174487095	174559571
WIPF1	chr2	174559572	174682916
None	chr2	174682917	174747591
CHRNA1	chr2	174747592	174787935
None	chr2	174787936	174798808
CHN1	chr2	174798809	175005381
None	chr2	175005382	175072249
ATF2	chr2	175072250	175168382
None	chr2	175168383	175176257
ATP5MC3	chr2	175176258	175181710
None	chr2	175181711	175923881
LNPK	chr2	175923882	176002839
None	chr2	176002840	176077471
EVX2	chr2	176077472	176083962
None	chr2	176083963	176092720
HOXD13	chr2	176092721	176095944
None	chr2	176095945	176099794
HOXD12	chr2	176099795	176102489
None	chr2	176102490	176104215
HOXD11-HOXD10	chr2	176104216	176119937
None	chr2	176119938	176122718
HOXD9	chr2	176122719	176124937
None	chr2	176124938	176129693
HOXD8	chr2	176129694	176132695
None	chr2	176132696	176136611
HOXD3-HOXD4	chr2	176136612	176173102
None	chr2	176173103	176188667
HOXD1	chr2	176188668	176190907
None	chr2	176190908	176269394
MTX2	chr2	176269395	176338025
None	chr2	176338026	177212562
HNRNPA3	chr2	177212563	177223958
None	chr2	177223959	177227594
NFE2L2	chr2	177227595	177392697
None	chr2	177392698	177392745
AGPS-TTC30B	chr2	177392746	177567024
None	chr2	177567025	177612998
TTC30A	chr2	177612999	177618742
None	chr2	177618743	177623243
PDE11A	chr2	177623244	178108339
None	chr2	178108340	178112423
RBM45	chr2	178112424	178139011
None	chr2	178139012	178194480
OSBPL6	chr2	178194481	178402893
None	chr2	178402894	178431291
PRKRA-PJVK	chr2	178431292	178462102
None	chr2	178462103	178463663
FKBP7	chr2	178463664	178478600
None	chr2	178478601	178480456
PLEKHA3	chr2	178480457	178516463
None	chr2	178516464	178525988
TTN-CCDC141	chr2	178525989	179050137
None	chr2	179050138	179101677
SESTD1	chr2	179101678	179264832
None	chr2	179264833	179441981
ZNF385B	chr2	179441982	179861612
None	chr2	179861613	179944875
CWC22	chr2	179944876	180007297
None	chr2	180007298	180967247
UBE2E3	chr2	180967248	181076585
None	chr2	181076586	181457201
ITGA4-CERKL-NEUROD1	chr2	181457202	181680827
None	chr2	181680828	181891729
ITPRID2	chr2	181891730	181930738
None	chr2	181930739	181954240
PPP1R1C	chr2	181954241	182131398
None	chr2	182131399	182140035
PDE1A	chr2	182140036	182523192
None	chr2	182523193	182716254
DNAJC10	chr2	182716255	182794464
None	chr2	182794465	182833274
FRZB	chr2	182833275	182866637
None	chr2	182866638	182909114
NCKAP1	chr2	182909115	183038858
None	chr2	183038859	183078558
DUSP19	chr2	183078559	183100008
None	chr2	183100009	183117512
NUP35	chr2	183117513	183161680
None	chr2	183161681	184598528
ZNF804A	chr2	184598529	184939492
None	chr2	184939493	185738803
FSIP2	chr2	185738804	185833290
None	chr2	185833291	186486252
ZC3H15	chr2	186486253	186509361
None	chr2	186509362	186590055
ITGAV	chr2	186590056	186680901
None	chr2	186680902	186694059
FAM171B	chr2	186694060	186765959
None	chr2	186765960	186827474
ZSWIM2	chr2	186827475	186849208
None	chr2	186849209	187341963
CALCRL	chr2	187341964	187448460
None	chr2	187448461	187464229
TFPI	chr2	187464230	187565760
None	chr2	187565761	188291668
GULP1	chr2	188291669	188595931
None	chr2	188595932	188974372
COL3A1	chr2	188974373	189012746
None	chr2	189012747	189031897
COL5A2	chr2	189031898	189225312
None	chr2	189225313	189441445
WDR75	chr2	189441446	189475552
None	chr2	189475553	189560589
SLC40A1	chr2	189560590	189583758
None	chr2	189583759	189661384
ASNSD1-ASDURF	chr2	189661385	189670831
None	chr2	189670832	189674289
ANKAR-OSGEPL1	chr2	189674290	189763227
None	chr2	189763228	189770266
ORMDL1-PMS1	chr2	189770267	189877629
None	chr2	189877630	189879608
C2orf88-MSTN-HIBCH-INPP1	chr2	189879609	190371665
None	chr2	190371666	190408354
MFSD6-NEMP2	chr2	190408355	190534722
None	chr2	190534723	190646745
NAB1	chr2	190646746	190692766
None	chr2	190692767	190880820
GLS-STAT1	chr2	190880821	191020960
None	chr2	191020961	191029575
STAT4	chr2	191029576	191151596
None	chr2	191151597	191245184
MYO1B	chr2	191245185	191425389
None	chr2	191425390	191678067
NABP1	chr2	191678068	191741097
None	chr2	191741098	191834309
CAVIN2	chr2	191834310	191847088
None	chr2	191847089	191949042
TMEFF2	chr2	191949043	192194933
None	chr2	192194934	195575976
SLC39A10	chr2	195575977	195737702
None	chr2	195737703	195737702
DNAH7	chr2	195737703	196068837
None	chr2	196068838	196133582
STK17B	chr2	196133583	196176503
None	chr2	196176504	196189098
HECW2	chr2	196189099	196593684
None	chr2	196593685	196639553
CCDC150-GTF3C3	chr2	196639554	196799725
None	chr2	196799726	196804416
C2orf66	chr2	196804417	196809355
None	chr2	196809356	196833003
PGAP1	chr2	196833004	196927796
None	chr2	196927797	196967016
ANKRD44	chr2	196967017	197311173
None	chr2	197311174	197388514
SF3B1	chr2	197388515	197435079
None	chr2	197435080	197453492
COQ10B	chr2	197453493	197475310
None	chr2	197475311	197486583
HSPD1-HSPE1-HSPE1-MOB4-MOB4	chr2	197486584	197553699
None	chr2	197553700	197568223
RFTN2	chr2	197568224	197676045
None	chr2	197676046	197705368
MARS2	chr2	197705369	197708395
None	chr2	197708396	197726878
BOLL	chr2	197726879	197786762
None	chr2	197786763	197804592
PLCL1	chr2	197804593	198572581
None	chr2	198572582	199269499
SATB2	chr2	199269500	199471266
None	chr2	199471267	199760543
FTCDNL1	chr2	199760544	199851192
None	chr2	199851193	199911292
C2orf69-TYW5-MAIP1	chr2	199911293	200008540
None	chr2	200008541	200305880
SPATS2L	chr2	200305881	200482264
None	chr2	200482265	200488957
KCTD18-SGO2	chr2	200488958	200584096
None	chr2	200584097	200586013
AOX1	chr2	200586014	200677064
None	chr2	200677065	200810593
BZW1	chr2	200810594	200827338
None	chr2	200827339	200853008
CLK1	chr2	200853009	200864691
None	chr2	200864692	200870906
PPIL3	chr2	200870907	200889303
None	chr2	200889304	200889326
NIF3L1	chr2	200889327	200903938
None	chr2	200903939	200908976
ORC2	chr2	200908977	200963680
None	chr2	200963681	200973717
FAM126B-NDUFB3	chr2	200973718	201085750
None	chr2	201085751	201116153
CFLAR	chr2	201116154	201176687
None	chr2	201176688	201182897
CASP10	chr2	201182898	201229406
None	chr2	201229407	201233442
CASP8	chr2	201233443	201287711
None	chr2	201287712	201288270
FLACC1	chr2	201288271	201357398
None	chr2	201357399	201377206
TRAK2-STRADB	chr2	201377207	201480846
None	chr2	201480847	201487420
C2CD6	chr2	201487421	201619178
None	chr2	201619179	201620183
TMEM237	chr2	201620184	201643570
None	chr2	201643571	201644869
MPP4	chr2	201644870	201698694
None	chr2	201698695	201700266
ALS2	chr2	201700267	201782112
None	chr2	201782113	201790460
CDK15	chr2	201790461	201895550
None	chr2	201895551	202033854
FZD7	chr2	202033855	202038441
None	chr2	202038442	202073254
KIAA2012	chr2	202073255	202205188
None	chr2	202205189	202206181
SUMO1	chr2	202206182	202238599
None	chr2	202238600	202265735
NOP58	chr2	202265736	202303661
None	chr2	202303662	202376326
BMPR2	chr2	202376327	202567751
None	chr2	202567752	202634968
FAM117B	chr2	202634969	202769757
None	chr2	202769758	202773149
ICA1L	chr2	202773150	202871766
None	chr2	202871767	202874260
WDR12-CARF-NBEAL1	chr2	202874261	203226378
None	chr2	203226379	203238976
CYP20A1	chr2	203238977	203306026
None	chr2	203306027	203328279
ABI2-RAPH1	chr2	203328280	203535335
None	chr2	203535336	203706474
CD28	chr2	203706475	203738912
None	chr2	203738913	203867770
CTLA4	chr2	203867771	203873965
None	chr2	203873966	203936762
ICOS	chr2	203936763	203961577
None	chr2	203961578	204545474
PARD3B	chr2	204545475	205620162
None	chr2	205620163	205681989
NRP2	chr2	205681990	205798133
None	chr2	205798134	205993720
INO80D	chr2	205993721	206086303
None	chr2	206086304	206114816
NDUFS1	chr2	206114817	206159509
None	chr2	206159510	206159584
EEF1B2	chr2	206159585	206162928
None	chr2	206162929	206175315
CMKLR2	chr2	206175316	206218047
None	chr2	206218048	206274662
ZDBF2	chr2	206274663	206314427
None	chr2	206314428	206443531
ADAM23	chr2	206443532	206621127
None	chr2	206621128	206642486
FAM237A	chr2	206642487	206649365
None	chr2	206649366	206651620
DYTN	chr2	206651621	206721570
None	chr2	206721571	206737762
MDH1B	chr2	206737763	206765328
None	chr2	206765329	206765356
FASTKD2	chr2	206765357	206796189
None	chr2	206796190	206939517
CPO	chr2	206939518	206969474
None	chr2	206969475	207074136
KLF7	chr2	207074137	207167267
None	chr2	207167268	207529736
CREB1-METTL21A	chr2	207529737	207625928
None	chr2	207625929	207711539
CCNYL1	chr2	207711540	207761839
None	chr2	207761840	207762597
FZD5	chr2	207762598	207769906
None	chr2	207769907	207821287
PLEKHM3	chr2	207821288	208025527
None	chr2	208025528	208121606
CRYGD	chr2	208121607	208124524
None	chr2	208124525	208128136
CRYGC	chr2	208128137	208129828
None	chr2	208129829	208142572
CRYGB	chr2	208142573	208146158
None	chr2	208146159	208160739
CRYGA	chr2	208160740	208163589
None	chr2	208163590	208165342
C2orf80	chr2	208165343	208190030
None	chr2	208190031	208236228
IDH1	chr2	208236229	208266074
None	chr2	208266075	208266254
PIKFYVE	chr2	208266255	208358746
None	chr2	208358747	208359713
PTH2R	chr2	208359714	208854503
None	chr2	208854504	209424046
MAP2	chr2	209424047	209734118
None	chr2	209734119	209771831
UNC80	chr2	209771832	209999300
None	chr2	209999301	210002564
RPE-KANSL1L	chr2	210002565	210171409
None	chr2	210171410	210187125
ACADL	chr2	210187126	210225447
None	chr2	210225448	210290149
MYL1	chr2	210290150	210315174
None	chr2	210315175	210431248
LANCL1	chr2	210431249	210477652
None	chr2	210477653	210477681
CPS1	chr2	210477682	210679107
None	chr2	210679108	211375716
ERBB4	chr2	211375717	212538841
None	chr2	212538842	212999690
IKZF2	chr2	212999691	213152427
None	chr2	213152428	213284388
SPAG16	chr2	213284389	214410501
None	chr2	214410502	214411053
VWC2L	chr2	214411054	214578976
None	chr2	214578977	214725645
BARD1	chr2	214725646	214809683
None	chr2	214809684	214931541
ABCA12	chr2	214931542	215138626
None	chr2	215138627	215311955
ATIC	chr2	215311956	215349773
None	chr2	215349774	215360439
FN1	chr2	215360440	215436073
None	chr2	215436074	215942583
MREG-PECR-TMEM169	chr2	215942584	216102783
None	chr2	216102784	216107463
XRCC5	chr2	216107464	216206303
None	chr2	216206304	216257864
MARCHF4	chr2	216257865	216372483
None	chr2	216372484	216412413
SMARCAL1	chr2	216412414	216483053
None	chr2	216483054	216498824
RPL37A	chr2	216498825	216579180
None	chr2	216579181	216632827
IGFBP2	chr2	216632828	216664436
None	chr2	216664437	216672104
IGFBP5	chr2	216672105	216695549
None	chr2	216695550	216859457
TNP1	chr2	216859458	216860064
None	chr2	216860065	217799587
TNS1	chr2	217799588	218033982
None	chr2	218033983	218034959
RUFY4	chr2	218034960	218090581
None	chr2	218090582	218125288
CXCR2	chr2	218125289	218137251
None	chr2	218137252	218162840
CXCR1	chr2	218162841	218166962
None	chr2	218166963	218217140
ARPC2	chr2	218217141	218254356
None	chr2	218254357	218259495
GPBAR1	chr2	218259496	218263861
None	chr2	218263862	218264128
AAMP-PNKD-TMBIM1	chr2	218264129	218346793
None	chr2	218346794	218356856
CATIP	chr2	218356857	218368099
None	chr2	218368100	218382028
SLC11A1	chr2	218382029	218396894
None	chr2	218396895	218398255
CTDSP1	chr2	218398256	218405941
None	chr2	218405942	218419120
VIL1-USP37	chr2	218419121	218568351
None	chr2	218568352	218568579
CNOT9	chr2	218568580	218597080
None	chr2	218597081	218607854
PLCD4-ZNF142-BCS1L	chr2	218607855	218663443
None	chr2	218663444	218663891
RNF25	chr2	218663892	218672002
None	chr2	218672003	218672068
STK36	chr2	218672069	218702716
None	chr2	218702717	218710834
TTLL4	chr2	218710835	218755416
None	chr2	218755417	218781748
CYP27A1	chr2	218781749	218815293
None	chr2	218815294	218822382
PRKAG3	chr2	218822383	218832086
None	chr2	218832087	218859804
WNT6	chr2	218859805	218874233
None	chr2	218874234	218880851
WNT10A	chr2	218880852	218899581
None	chr2	218899582	218959665
CDK5R2	chr2	218959666	218962155
None	chr2	218962156	218981086
FEV	chr2	218981087	218985184
None	chr2	218985185	218990188
CRYBA2	chr2	218990189	218993422
None	chr2	218993423	219002845
CFAP65	chr2	219002846	219041527
None	chr2	219041528	219054423
IHH	chr2	219054424	219060921
None	chr2	219060922	219069356
NHEJ1	chr2	219069357	219160865
None	chr2	219160866	219161464
SLC23A3	chr2	219161465	219170095
None	chr2	219170096	219171896
CNPPD1-RETREG2	chr2	219171897	219185475
None	chr2	219185476	219195236
ZFAND2B	chr2	219195237	219209651
None	chr2	219209652	219209771
ABCB6	chr2	219209772	219218994
None	chr2	219218995	219219379
ATG9A	chr2	219219380	219229717
None	chr2	219229718	219229782
ANKZF1-GLB1L-STK16-TUBA4A-TUBA4B	chr2	219229783	219277902
None	chr2	219277903	219279341
DNAJB2	chr2	219279342	219286898
None	chr2	219286899	219289622
PTPRN	chr2	219289623	219309648
None	chr2	219309649	219327406
RESP18	chr2	219327407	219333177
None	chr2	219333178	219372042
DNPEP	chr2	219372043	219400022
None	chr2	219400023	219418376
DES	chr2	219418377	219426735
None	chr2	219426736	219434842
SPEG	chr2	219434843	219493629
None	chr2	219493630	219496130
SPEGNB	chr2	219496131	219498287
None	chr2	219498288	219498864
GMPPA	chr2	219498865	219513898
None	chr2	219513899	219514169
ASIC4	chr2	219514170	219538772
None	chr2	219538773	219538953
CHPF-TMEM198	chr2	219538954	219550595
None	chr2	219550596	219550727
OBSL1-INHA	chr2	219550728	219575711
None	chr2	219575712	219597856
STK11IP	chr2	219597857	219616451
None	chr2	219616452	219627393
SLC4A3	chr2	219627394	219641980
None	chr2	219641981	221418026
EPHA4	chr2	221418027	221574202
None	chr2	221574203	222199886
PAX3	chr2	222199887	222298998
None	chr2	222298999	222424542
SGPP2	chr2	222424543	222562621
None	chr2	222562622	222566898
FARSB	chr2	222566899	222656092
None	chr2	222656093	222671657
MOGAT1	chr2	222671658	222709930
None	chr2	222709931	222860941
ACSL3	chr2	222860942	222944639
None	chr2	222944640	223052189
KCNE4	chr2	223052190	223198399
None	chr2	223198400	223596939
SCG2	chr2	223596940	223602361
None	chr2	223602362	223751685
AP1S3	chr2	223751686	223838027
None	chr2	223838028	223855715
WDFY1	chr2	223855716	223945357
None	chr2	223945358	223957462
MRPL44	chr2	223957463	223967714
None	chr2	223967715	223975044
SERPINE2	chr2	223975045	224039318
None	chr2	224039319	224378697
FAM124B	chr2	224378698	224402107
None	chr2	224402108	224470149
CUL3	chr2	224470150	224585397
None	chr2	224585398	224703763
CCDC195	chr2	224703764	224716365
None	chr2	224716366	224765089
DOCK10	chr2	224765090	225042468
None	chr2	225042469	225399709
NYAP2	chr2	225399710	225654018
None	chr2	225654019	226731311
IRS1	chr2	226731312	226799820
None	chr2	226799821	226835580
RHBDD1	chr2	226835581	226999215
None	chr2	226999216	227002713
COL4A4	chr2	227002714	227164453
None	chr2	227164454	227164623
COL4A3	chr2	227164624	227314792
None	chr2	227314793	227325150
MFF	chr2	227325151	227357836
None	chr2	227357837	227362037
TM4SF20	chr2	227362038	227381995
None	chr2	227381996	227387682
SCYGR1	chr2	227387683	227387949
None	chr2	227387950	227472151
AGFG1	chr2	227472152	227561217
None	chr2	227561218	227598892
SCYGR2	chr2	227598893	227599255
None	chr2	227599256	227614537
SCYGR3	chr2	227614538	227614840
None	chr2	227614841	227616997
SCYGR4	chr2	227616998	227618655
None	chr2	227618656	227666803
SCYGR5	chr2	227666804	227667061
None	chr2	227667062	227683762
SLC19A3	chr2	227683763	227718028
None	chr2	227718029	227724439
SCYGR6	chr2	227724440	227724757
None	chr2	227724758	227728334
SCYGR7	chr2	227728335	227728625
None	chr2	227728626	227745844
SCYGR8	chr2	227745845	227746681
None	chr2	227746682	227805738
CCL20	chr2	227805739	227817564
None	chr2	227817565	227871053
DAW1	chr2	227871054	227924344
None	chr2	227924345	227979954
SPHKAP	chr2	227979955	228181687
None	chr2	228181688	228850525
PID1	chr2	228850526	229271287
None	chr2	229271288	229357628
DNER	chr2	229357629	229714555
None	chr2	229714556	229763836
TRIP12-FBXO36	chr2	229763837	230013119
None	chr2	230013120	230034981
SLC16A14	chr2	230034982	230068993
None	chr2	230068994	230165185
SP110-SP140	chr2	230165186	230313215
None	chr2	230313216	230327183
SP140L	chr2	230327184	230403732
None	chr2	230403733	230415941
SP100	chr2	230415942	230545606
None	chr2	230545607	230712841
CAB39	chr2	230712842	230821075
None	chr2	230821076	230864638
ITM2C	chr2	230864639	230879248
None	chr2	230879249	230907317
GPR55	chr2	230907318	230961066
None	chr2	230961067	230990323
SPATA3	chr2	230990324	231025055
None	chr2	231025056	231037522
C2orf72	chr2	231037523	231049719
None	chr2	231049720	231056844
PSMD1-HTR2B	chr2	231056845	231173116
None	chr2	231173117	231198545
ARMC9	chr2	231198546	231376848
None	chr2	231376849	231395709
B3GNT7	chr2	231395710	231401164
None	chr2	231401165	231453530
NCL	chr2	231453531	231483641
None	chr2	231483642	231523186
NMUR1	chr2	231523187	231530445
None	chr2	231530446	231592863
TEX44	chr2	231592864	231594276
None	chr2	231594277	231706894
PTMA	chr2	231706895	231713551
None	chr2	231713552	231732432
PDE6D-COPS7B	chr2	231732433	231809254
None	chr2	231809255	231921808
NPPC	chr2	231921809	231926396
None	chr2	231926397	231961244
DIS3L2	chr2	231961245	232344350
None	chr2	232344351	232378723
ALPP	chr2	232378724	232382889
None	chr2	232382890	232406843
ALPG	chr2	232406844	232410714
None	chr2	232410715	232456124
ALPI	chr2	232456125	232460753
None	chr2	232460754	232479826
ECEL1	chr2	232479827	232487834
None	chr2	232487835	232520387
PRSS56	chr2	232520388	232525716
None	chr2	232525717	232525992
CHRND	chr2	232525993	232536667
None	chr2	232536668	232539691
CHRNG-TIGD1	chr2	232539692	232550557
None	chr2	232550558	232550658
EIF4E2	chr2	232550659	232583644
None	chr2	232583645	232606056
EFHD1	chr2	232606057	232682776
None	chr2	232682777	232697298
GIGYF2-KCNJ13-SNORC-NGEF	chr2	232697299	233013256
None	chr2	233013257	233032671
NEU2	chr2	233032672	233035057
None	chr2	233035058	233059966
INPP5D	chr2	233059967	233207903
None	chr2	233207904	233210050
ATG16L1	chr2	233210051	233295674
None	chr2	233295675	233307815
SAG	chr2	233307816	233347055
None	chr2	233347056	233354493
DGKD	chr2	233354494	233472104
None	chr2	233472105	233475519
USP40	chr2	233475520	233566782
None	chr2	233566783	233617632
UGT1A8-UGT1A10-UGT1A9-UGT1A7-UGT1A6-UGT1A5-UGT1A4-UGT1A3-UGT1A1	chr2	233617633	233773300
None	chr2	233773301	233775678
MROH2A-HJURP	chr2	233775679	233854566
None	chr2	233854567	233917372
TRPM8	chr2	233917373	234019522
None	chr2	234019523	234050678
SPP2	chr2	234050679	234077134
None	chr2	234077135	234493040
ARL4C	chr2	234493041	234497081
None	chr2	234497082	234952016
SH3BP4	chr2	234952017	235055714
None	chr2	235055715	235494042
AGAP1	chr2	235494043	236131800
None	chr2	236131801	236165235
GBX2	chr2	236165236	236168386
None	chr2	236168387	236193458
ASB18	chr2	236193459	236264409
None	chr2	236264410	236324146
IQCA1	chr2	236324147	236507535
None	chr2	236507536	236567786
ACKR3	chr2	236567787	236582354
None	chr2	236582355	237085881
COPS8	chr2	237085882	237100474
None	chr2	237100475	237324002
COL6A3	chr2	237324003	237414328
None	chr2	237414329	237485427
MLPH	chr2	237485428	237555322
